timestamp,sensor_id,nh3_ppm,co2_ppm,temperature_c,humidity_percent,tds_ppm,outdoor_temp_c,outdoor_humidity_percent,pressure_hpa,wind_speed_ms,rain_forecast,outbreak_occurred,mortality_count,pfsi_score
2026-02-21T17:47:54.317702,1,12.6,922.8,25.5,55.2,287.1,31.9,54.8,1005.6,3.1,No rain expected,0,0,78.2
2026-02-21T18:47:54.317702,1,12.8,942.2,25.1,61.2,289.5,30.2,60.3,1006.0,3.8,No rain expected,0,0,80.9
2026-02-21T19:47:54.317702,1,12.7,926.3,24.1,64.3,299.1,29.6,64.4,1005.2,3.8,No rain expected,0,0,81.1
2026-02-21T20:47:54.317702,1,11.7,920.6,23.8,67.0,303.9,28.3,71.9,1005.5,3.4,No rain expected,0,0,82.0
2026-02-21T21:47:54.317702,1,11.2,899.0,24.0,68.6,311.8,27.5,73.1,1005.2,3.7,No rain expected,0,0,82.4
2026-02-21T22:47:54.317702,1,11.8,926.9,23.6,68.2,298.9,26.0,79.1,1004.9,2.6,No rain expected,0,0,84.1
2026-02-21T23:47:54.317702,1,11.9,939.5,22.8,67.8,304.0,25.3,79.7,1005.3,1.9,No rain expected,0,0,84.5
2026-02-22T00:47:54.317702,1,15.1,973.7,23.0,73.6,299.3,24.0,84.4,1006.8,1.3,Rain expected,0,0,83.5
2026-02-22T01:47:54.317702,1,15.4,994.0,22.9,74.1,299.6,23.4,84.1,1007.6,0.5,No rain expected,0,0,83.5
2026-02-22T02:47:54.317702,1,17.4,1000.5,22.7,75.9,304.0,23.2,88.1,1007.0,1.1,No rain expected,0,0,81.9
2026-02-22T03:47:54.317702,1,18.0,1037.4,22.6,76.5,300.4,23.0,87.6,1008.3,1.9,Rain expected,0,0,81.4
2026-02-22T04:47:54.317702,1,11.0,933.9,22.8,66.9,297.6,24.5,78.8,1007.3,2.9,No rain expected,0,0,86.0
2026-02-22T05:47:54.317702,1,11.7,934.1,23.3,68.6,297.3,23.7,82.8,1008.8,2.8,No rain expected,0,0,86.4
2026-02-22T06:47:54.317702,1,12.1,916.6,23.0,64.8,304.2,26.1,73.7,1008.5,3.9,No rain expected,0,0,85.2
2026-02-22T07:47:54.317702,1,11.3,920.2,23.2,66.4,289.7,28.1,69.0,1009.0,3.9,No rain expected,0,0,83.0
2026-02-22T08:47:54.317702,1,12.1,942.4,23.8,64.5,292.1,28.5,69.8,1008.6,3.3,No rain expected,0,0,82.5
2026-02-22T09:47:54.317702,1,11.2,917.2,24.6,62.2,298.9,30.2,63.7,1010.6,3.5,No rain expected,0,0,81.4
2026-02-22T10:47:54.317702,1,11.3,911.7,24.9,61.6,297.5,31.4,64.5,1009.8,2.2,No rain expected,0,0,80.3
2026-02-22T11:47:54.317702,1,11.5,904.3,25.8,59.9,293.1,31.3,63.1,1010.1,1.4,No rain expected,0,0,80.4
2026-02-22T12:47:54.317702,1,12.3,936.1,26.5,58.8,302.0,31.9,60.5,1011.0,1.0,No rain expected,0,0,78.6
2026-02-22T13:47:54.317702,1,11.9,921.8,26.0,55.0,299.4,32.2,54.4,1010.1,1.4,No rain expected,0,0,77.6
2026-02-22T14:47:54.317702,1,12.9,948.0,26.1,62.5,300.6,32.7,59.4,1011.6,0.9,No rain expected,0,0,77.4
2026-02-22T15:47:54.317702,1,12.7,940.1,27.2,53.0,302.9,33.2,51.2,1011.3,1.3,No rain expected,0,0,75.0
2026-02-22T16:47:54.317702,1,11.0,912.9,25.7,57.5,299.7,32.1,54.1,1011.3,2.2,No rain expected,0,0,78.9
2026-02-22T17:47:54.317702,1,12.5,929.2,26.5,61.4,301.0,32.6,59.2,1010.3,3.7,No rain expected,0,0,77.8
2026-02-22T18:47:54.317702,1,12.0,926.1,24.8,57.5,312.3,29.3,60.6,1011.1,3.4,No rain expected,0,0,81.7
2026-02-22T19:47:54.317702,1,12.5,955.9,24.2,61.7,304.9,28.2,68.6,1010.6,3.9,No rain expected,0,0,83.1
2026-02-22T20:47:54.317702,1,12.5,954.7,23.8,65.7,286.3,28.0,73.9,1010.3,3.3,No rain expected,0,0,82.5
2026-02-22T21:47:54.317702,1,12.7,947.4,23.3,62.8,300.4,25.5,69.5,1009.8,3.6,No rain expected,0,0,85.9
2026-02-22T22:47:54.317702,1,12.6,951.1,22.8,66.7,312.4,26.7,77.7,1009.5,2.1,No rain expected,0,0,83.1
2026-02-22T23:47:54.317702,1,12.4,941.4,22.9,69.5,291.7,23.6,81.7,1010.0,1.7,No rain expected,0,0,86.0
2026-02-23T00:47:54.317702,1,14.1,964.9,22.4,72.4,292.2,22.6,87.9,1009.7,1.6,Rain expected,0,0,84.2
2026-02-23T01:47:54.317702,1,16.7,983.2,23.0,76.1,312.1,23.7,89.1,1008.4,1.0,No rain expected,0,0,82.4
2026-02-23T02:47:54.317702,1,12.7,936.1,22.7,72.0,294.3,24.2,84.5,1009.3,1.1,No rain expected,0,0,84.0
2026-02-23T03:47:54.317702,1,11.7,919.1,23.0,70.3,292.7,23.5,82.1,1008.1,1.8,No rain expected,0,0,86.4
2026-02-23T04:47:54.317702,1,13.0,927.6,22.4,69.0,307.0,22.5,79.6,1007.3,2.8,No rain expected,0,0,85.7
2026-02-23T05:47:54.317702,1,12.4,941.0,22.8,69.3,307.1,23.0,78.9,1007.6,3.1,No rain expected,0,0,86.2
2026-02-23T06:47:54.317702,1,11.7,928.4,23.7,70.8,291.1,24.8,78.9,1007.0,3.4,No rain expected,0,0,84.6
2026-02-23T07:47:54.317702,1,11.2,931.6,24.1,67.3,297.4,26.3,77.0,1006.2,4.1,No rain expected,0,0,84.0
2026-02-23T08:47:54.317702,1,11.3,933.3,24.0,62.8,290.2,27.6,70.6,1005.5,3.5,No rain expected,0,0,84.1
2026-02-23T09:47:54.317702,1,11.4,923.9,24.8,64.7,310.2,28.7,65.7,1005.8,3.7,No rain expected,0,0,81.8
2026-02-23T10:47:54.317702,1,12.6,945.9,25.1,63.2,303.6,29.1,63.4,1004.9,2.8,No rain expected,0,0,81.3
2026-02-23T11:47:54.317702,1,11.8,936.9,25.3,57.9,296.8,31.3,57.6,1005.0,1.6,No rain expected,0,0,79.7
2026-02-23T12:47:54.317702,1,11.6,939.9,26.1,61.6,302.1,30.9,61.7,1005.4,1.3,No rain expected,0,0,79.8
2026-02-23T13:47:54.317702,1,11.2,919.4,26.5,55.1,289.3,32.8,53.0,1004.8,0.5,No rain expected,0,0,77.2
2026-02-23T14:47:54.317702,1,12.6,935.6,26.6,58.2,304.5,31.9,56.6,1005.4,1.4,No rain expected,0,0,78.2
2026-02-23T15:47:54.317702,1,12.8,954.6,26.2,61.0,286.0,31.8,59.6,1004.1,1.8,No rain expected,0,0,78.8
2026-02-23T16:47:54.317702,1,11.5,934.7,26.3,56.6,309.3,33.2,54.8,1005.8,2.3,No rain expected,0,0,76.9
2026-02-23T17:47:54.317702,1,12.2,931.4,25.9,61.8,303.4,31.1,63.4,1005.9,3.5,No rain expected,0,0,79.5
2026-02-23T18:47:54.317702,1,11.8,942.1,25.5,62.5,299.1,31.2,67.3,1004.1,4.1,No rain expected,0,0,79.5
2026-02-23T19:47:54.317702,1,12.5,930.5,24.3,63.8,291.2,28.5,62.6,1006.1,3.9,No rain expected,0,0,82.4
2026-02-23T20:47:54.317702,1,11.9,912.2,24.0,63.6,300.8,27.8,70.4,1004.8,4.2,No rain expected,0,0,83.5
2026-02-23T21:47:54.317702,1,11.3,933.4,23.5,67.3,302.2,27.6,73.9,1005.1,2.8,No rain expected,0,0,82.9
2026-02-23T22:47:54.317702,1,12.5,955.8,23.7,69.8,314.1,25.6,78.3,1006.4,2.1,No rain expected,0,0,83.4
2026-02-23T23:47:54.317702,1,12.8,954.5,22.6,70.0,299.8,24.2,83.3,1006.0,1.3,No rain expected,0,0,84.2
2026-02-24T00:47:54.317702,1,12.8,940.1,23.1,69.5,287.9,24.4,83.7,1007.3,1.0,No rain expected,0,0,85.3
2026-02-24T01:47:54.317702,1,13.0,961.0,22.8,70.6,293.3,23.6,81.3,1006.6,1.0,No rain expected,0,0,85.1
2026-02-24T02:47:54.317702,1,15.2,970.5,22.4,74.7,314.9,22.9,87.8,1006.9,1.1,No rain expected,0,0,82.6
2026-02-24T03:47:54.317702,1,16.9,1018.5,22.1,74.9,295.1,22.7,84.9,1006.7,1.6,No rain expected,0,0,81.4
2026-02-24T04:47:54.317702,1,11.4,934.2,22.4,69.2,303.4,24.8,79.7,1007.8,2.4,No rain expected,0,0,83.8
2026-02-24T05:47:54.317702,1,14.6,980.3,23.3,72.3,302.4,25.4,84.8,1009.0,3.4,No rain expected,0,0,82.4
2026-02-24T06:47:54.317702,1,11.2,911.1,23.7,65.4,298.2,25.8,72.9,1008.1,3.6,No rain expected,0,0,85.3
2026-02-24T07:47:54.317702,1,11.4,907.9,23.3,66.9,309.6,25.2,77.3,1009.9,4.2,No rain expected,0,0,85.5
2026-02-24T08:47:54.317702,1,11.3,915.8,23.8,65.2,295.0,27.6,74.9,1009.7,3.5,No rain expected,0,0,83.5
2026-02-24T09:47:54.317702,1,12.2,916.2,24.6,63.6,298.1,28.4,67.2,1009.3,3.3,No rain expected,0,0,82.5
2026-02-24T10:47:54.317702,1,13.0,964.3,25.5,60.3,295.2,32.0,58.5,1009.3,2.8,No rain expected,0,0,79.0
2026-02-24T11:47:54.317702,1,12.4,950.5,26.5,60.4,289.8,32.8,59.6,1011.3,1.9,No rain expected,0,0,78.0
2026-02-24T12:47:54.317702,1,12.2,914.8,25.9,56.8,313.9,31.0,53.9,1011.2,0.8,No rain expected,0,0,79.2
2026-02-24T13:47:54.317702,1,13.0,928.6,27.2,60.4,311.7,33.9,57.8,1010.7,1.0,No rain expected,0,0,76.2
2026-02-24T14:47:54.317702,1,11.4,919.8,27.0,57.1,291.1,33.6,56.7,1010.6,1.3,No rain expected,0,0,76.6
2026-02-24T15:47:54.317702,1,12.8,926.0,27.1,54.6,298.1,33.8,53.4,1011.5,1.8,No rain expected,0,0,75.1
2026-02-24T16:47:54.317702,1,11.7,944.0,25.9,57.1,297.7,31.0,58.6,1010.6,3.0,No rain expected,0,0,79.5
2026-02-24T17:47:54.317702,1,11.9,933.6,25.9,60.8,290.1,32.1,62.7,1010.9,3.2,No rain expected,0,0,79.1
2026-02-24T18:47:54.317702,1,11.9,938.1,25.9,59.6,313.7,31.7,64.3,1010.2,3.7,No rain expected,0,0,79.3
2026-02-24T19:47:54.317702,1,12.1,923.3,24.6,67.7,310.0,28.9,70.3,1010.0,3.5,No rain expected,0,0,80.6
2026-02-24T20:47:54.317702,1,12.5,953.7,23.6,65.6,290.0,29.3,70.8,1010.6,3.9,No rain expected,0,0,81.3
2026-02-24T21:47:54.317702,1,11.6,927.7,24.0,62.2,296.4,26.0,70.4,1010.1,3.4,No rain expected,0,0,85.8
2026-02-24T22:47:54.317702,1,12.4,930.7,22.8,64.4,308.9,26.7,73.7,1009.9,2.5,No rain expected,0,0,84.0
2026-02-24T23:47:54.317702,1,11.5,923.7,23.3,70.3,306.9,24.7,83.7,1010.4,1.8,No rain expected,0,0,84.9
2026-02-25T00:47:54.317702,1,11.6,911.5,23.1,69.2,310.9,23.8,82.9,1010.3,1.3,No rain expected,0,0,86.2
2026-02-25T01:47:54.317702,1,14.5,982.9,22.5,72.2,312.6,22.4,83.6,1009.9,1.2,No rain expected,0,0,84.0
2026-02-25T02:47:54.317702,1,12.3,953.5,22.0,68.5,307.9,22.5,80.6,1009.3,1.1,No rain expected,0,0,84.9
2026-02-25T03:47:54.317702,1,13.0,956.3,22.7,72.3,306.2,24.6,86.5,1008.5,1.4,Rain expected,0,0,83.2
2026-02-25T04:47:54.317702,1,13.5,965.9,22.3,71.7,290.9,22.6,80.6,1008.7,2.9,No rain expected,0,0,84.3
2026-02-25T05:47:54.317702,1,12.5,936.4,22.6,69.6,297.4,25.9,84.5,1008.2,2.8,No rain expected,0,0,82.8
2026-02-25T06:47:54.317702,1,12.5,924.6,22.9,68.1,304.0,24.3,72.5,1006.4,3.6,No rain expected,0,0,85.6
2026-02-25T07:47:54.317702,1,12.6,942.0,24.0,64.7,304.7,25.9,72.6,1006.8,3.7,No rain expected,0,0,84.6
2026-02-25T08:47:54.317702,1,11.3,937.4,24.4,62.8,305.4,28.7,67.3,1006.9,4.0,No rain expected,0,0,82.6
2026-02-25T09:47:54.317702,1,11.2,916.3,24.0,59.0,291.6,29.6,63.7,1006.3,3.3,No rain expected,0,0,82.8
2026-02-25T10:47:54.317702,1,11.5,935.8,25.4,60.5,305.0,31.4,66.5,1006.6,2.1,No rain expected,0,0,80.0
2026-02-25T11:47:54.317702,1,11.5,923.1,25.5,54.5,301.7,30.4,54.4,1006.6,1.7,No rain expected,0,0,79.6
2026-02-25T12:47:54.317702,1,12.4,926.8,26.4,60.2,306.5,33.6,57.9,1005.9,1.4,No rain expected,0,0,77.2
2026-02-25T13:47:54.317702,1,12.4,942.3,26.8,57.3,293.0,33.2,54.8,1006.2,1.3,No rain expected,0,0,76.7
2026-02-25T14:47:54.317702,1,11.7,905.9,26.4,55.7,288.6,33.3,50.5,1004.2,1.0,No rain expected,0,0,76.8
2026-02-25T15:47:54.317702,1,11.1,919.5,27.2,54.1,303.9,33.8,53.2,1004.3,1.7,No rain expected,0,0,75.4
2026-02-25T16:47:54.317702,1,12.0,945.0,26.6,60.3,294.8,32.5,56.2,1004.0,2.8,No rain expected,0,0,78.3
2026-02-25T17:47:54.317702,1,11.0,919.7,25.9,61.7,287.4,31.3,60.7,1005.5,3.1,No rain expected,0,0,80.0
2026-02-25T18:47:54.317702,1,12.5,933.7,24.8,60.2,307.0,30.2,64.9,1005.9,4.0,No rain expected,0,0,81.3
2026-02-25T19:47:54.317702,1,12.8,959.9,25.0,60.6,307.2,30.4,64.1,1006.2,3.8,No rain expected,0,0,80.7
2026-02-25T20:47:54.317702,1,11.3,912.1,24.3,66.4,306.3,28.2,70.1,1005.4,4.2,No rain expected,0,0,82.2
2026-02-25T21:47:54.317702,1,11.9,927.7,23.2,65.8,296.5,25.3,75.5,1005.8,3.6,No rain expected,0,0,85.7
2026-02-25T22:47:54.317702,1,12.8,953.1,23.5,68.1,303.4,25.0,79.9,1006.6,2.5,No rain expected,0,0,84.6
2026-02-25T23:47:54.317702,1,11.4,915.6,23.4,70.3,288.4,25.9,84.4,1006.6,1.6,No rain expected,0,0,84.0
2026-02-26T00:47:54.317702,1,13.0,959.4,22.9,69.8,309.8,24.6,81.1,1005.8,0.9,Rain expected,0,0,84.4
2026-02-26T01:47:54.317702,1,13.3,940.0,22.4,72.4,300.0,23.8,82.7,1006.7,1.1,Rain expected,0,0,83.3
2026-02-26T02:47:54.317702,1,15.5,986.5,22.8,73.2,305.0,21.5,82.0,1006.5,0.7,Rain expected,0,0,82.7
2026-02-26T03:47:54.317702,1,16.4,994.3,22.8,76.8,292.2,22.8,89.0,1007.1,2.2,Rain expected,0,0,82.8
2026-02-26T04:47:54.317702,1,15.2,970.2,22.9,74.5,302.6,23.1,87.1,1007.8,2.1,No rain expected,0,0,83.8
2026-02-26T05:47:54.317702,1,12.3,947.3,23.1,68.2,300.9,23.0,80.9,1008.7,3.1,No rain expected,0,0,86.8
2026-02-26T06:47:54.317702,1,12.8,924.3,22.9,66.5,285.8,26.2,75.4,1007.8,3.8,No rain expected,0,0,84.3
2026-02-26T07:47:54.317702,1,11.9,930.5,23.6,66.9,288.9,27.1,71.5,1008.7,4.0,No rain expected,0,0,83.4
2026-02-26T08:47:54.317702,1,12.2,933.3,24.3,64.3,286.3,28.0,67.4,1010.0,4.1,No rain expected,0,0,82.9
2026-02-26T09:47:54.317702,1,12.3,919.2,24.6,63.0,302.1,29.3,70.6,1010.8,3.2,No rain expected,0,0,81.7
2026-02-26T10:47:54.317702,1,11.2,927.5,25.6,61.8,293.2,31.8,62.5,1009.6,2.4,No rain expected,0,0,79.4
2026-02-26T11:47:54.317702,1,12.5,927.6,26.5,59.8,307.0,33.0,59.1,1011.3,1.7,No rain expected,0,0,77.7
2026-02-26T12:47:54.317702,1,12.2,951.1,25.5,62.0,295.4,31.0,58.7,1010.9,1.5,No rain expected,0,0,79.8
2026-02-26T13:47:54.317702,1,12.5,937.0,25.8,59.2,288.7,32.1,55.4,1010.5,1.2,No rain expected,0,0,78.9
2026-02-26T14:47:54.317702,1,12.9,957.6,27.0,56.5,314.7,33.0,57.1,1010.9,1.2,No rain expected,0,0,76.1
2026-02-26T15:47:54.317702,1,11.4,909.5,25.8,61.1,288.6,31.6,60.3,1010.3,1.7,No rain expected,0,0,79.8
2026-02-26T16:47:54.317702,1,12.3,926.7,26.6,58.1,309.0,32.6,52.8,1010.1,2.3,No rain expected,0,0,77.6
2026-02-26T17:47:54.317702,1,11.2,924.3,25.3,58.7,303.4,30.4,60.5,1011.1,3.3,No rain expected,0,0,81.0
2026-02-26T18:47:54.317702,1,12.1,944.7,25.5,60.9,296.1,31.7,58.0,1011.1,3.5,No rain expected,0,0,79.5
2026-02-26T19:47:54.317702,1,11.2,900.8,24.2,62.4,290.7,30.1,66.6,1010.0,4.4,No rain expected,0,0,81.8
2026-02-26T20:47:54.317702,1,12.8,922.3,24.0,68.7,304.4,28.9,72.2,1009.6,3.3,No rain expected,0,0,80.5
2026-02-26T21:47:54.317702,1,11.6,936.4,24.1,69.0,307.1,26.6,72.3,1011.1,2.8,No rain expected,0,0,82.9
2026-02-26T22:47:54.317702,1,15.3,998.7,22.9,74.1,292.2,25.5,82.2,1009.5,2.4,No rain expected,0,0,81.5
2026-02-26T23:47:54.317702,1,12.6,954.7,22.5,69.0,289.9,25.5,81.6,1010.4,1.5,No rain expected,0,0,83.1
2026-02-27T00:47:54.317702,1,11.4,907.7,23.2,69.4,295.1,23.5,78.9,1009.8,1.1,No rain expected,0,0,86.7
2026-02-27T01:47:54.317702,1,11.3,924.0,22.5,69.6,314.6,24.5,80.1,1008.5,1.1,No rain expected,0,0,84.2
2026-02-27T02:47:54.317702,1,16.3,1005.5,22.7,75.3,288.3,23.7,85.1,1009.4,1.4,No rain expected,0,0,82.1
2026-02-27T03:47:54.317702,1,15.1,971.0,22.9,74.9,308.4,23.2,85.9,1009.3,1.3,No rain expected,0,0,83.6
2026-02-27T04:47:54.317702,1,14.8,962.9,22.7,73.8,309.4,24.8,82.9,1007.4,2.1,No rain expected,0,0,81.9
2026-02-27T05:47:54.317702,1,14.8,956.4,22.9,74.6,291.0,23.3,84.5,1008.1,3.3,No rain expected,0,0,83.9
2026-02-27T06:47:54.317702,1,12.7,957.5,23.1,66.5,305.1,26.9,76.3,1007.3,4.2,No rain expected,0,0,83.4
2026-02-27T07:47:54.317702,1,11.7,924.7,23.1,63.5,293.9,27.3,69.9,1007.7,4.4,No rain expected,0,0,84.5
2026-02-27T08:47:54.317702,1,11.5,937.5,23.9,63.7,286.4,28.0,67.6,1007.3,3.9,No rain expected,0,0,83.5
2026-02-27T09:47:54.317702,1,11.9,945.0,24.3,64.7,312.8,28.0,70.0,1006.7,2.9,No rain expected,0,0,82.5
2026-02-27T10:47:54.317702,1,11.6,915.2,25.6,60.3,293.3,31.4,64.5,1005.3,2.1,No rain expected,0,0,80.2
2026-02-27T11:47:54.317702,1,12.5,943.2,26.5,58.9,302.9,33.0,57.4,1005.0,2.1,No rain expected,0,0,77.4
2026-02-27T12:47:54.317702,1,13.0,946.6,26.1,57.6,291.8,32.8,59.8,1005.8,1.2,No rain expected,0,0,77.4
2026-02-27T13:47:54.317702,1,11.4,928.3,26.1,60.8,297.2,32.4,56.8,1004.8,1.2,No rain expected,0,0,78.8
2026-02-27T14:47:54.317702,1,12.3,924.1,27.3,54.0,288.0,33.4,52.8,1004.9,1.3,No rain expected,0,0,75.5
2026-02-27T15:47:54.317702,1,11.5,930.2,26.7,57.5,310.3,34.2,52.1,1005.2,2.0,No rain expected,0,0,76.0
2026-02-27T16:47:54.317702,1,11.8,935.8,25.6,59.5,285.8,31.0,54.4,1004.1,2.7,No rain expected,0,0,80.5
2026-02-27T17:47:54.317702,1,12.4,947.3,25.8,62.0,307.2,31.8,64.1,1005.6,3.3,No rain expected,0,0,78.6
2026-02-27T18:47:54.317702,1,11.7,938.7,24.8,60.6,286.9,29.8,61.1,1004.7,3.5,No rain expected,0,0,82.1
2026-02-27T19:47:54.317702,1,12.7,957.9,24.1,62.7,293.8,28.2,62.3,1004.5,3.8,No rain expected,0,0,82.9
2026-02-27T20:47:54.317702,1,12.8,929.6,23.8,67.7,313.8,27.1,69.7,1006.4,3.5,No rain expected,0,0,82.5
2026-02-27T21:47:54.317702,1,12.8,955.8,23.8,64.5,298.1,27.0,74.3,1006.2,3.4,No rain expected,0,0,83.6
2026-02-27T22:47:54.317702,1,12.9,954.3,23.6,67.8,313.8,26.2,77.0,1006.8,2.8,No rain expected,0,0,83.3
2026-02-27T23:47:54.317702,1,13.1,952.6,23.0,70.3,285.1,24.0,81.5,1007.2,2.2,Rain expected,0,0,85.4
2026-02-28T00:47:54.317702,1,14.8,956.7,22.5,73.9,290.8,24.6,88.0,1006.9,1.0,No rain expected,0,0,81.8
2026-02-28T01:47:54.317702,1,14.6,966.9,22.7,73.2,311.6,24.5,85.3,1007.6,0.8,No rain expected,0,0,82.4
2026-02-28T02:47:54.317702,1,16.4,1007.8,22.4,75.9,311.4,23.2,86.2,1007.6,1.1,No rain expected,0,0,81.4
2026-02-28T03:47:54.317702,1,13.9,977.3,22.7,72.6,299.4,23.6,83.6,1007.0,1.9,Rain expected,0,0,83.8
2026-02-28T04:47:54.317702,1,12.4,916.9,23.1,68.3,313.8,23.3,81.2,1008.8,2.5,No rain expected,0,0,86.7
2026-02-28T05:47:54.317702,1,12.9,941.9,22.7,70.8,287.5,25.2,83.9,1008.2,2.8,No rain expected,0,0,83.4
2026-02-28T06:47:54.317702,1,13.2,956.6,23.3,70.3,312.9,25.8,75.8,1009.4,3.8,No rain expected,0,0,83.0
2026-02-28T07:47:54.317702,1,12.4,926.4,23.5,67.0,313.0,26.7,76.0,1009.9,3.9,No rain expected,0,0,83.4
2026-02-28T08:47:54.317702,1,11.4,919.9,24.4,61.3,295.4,26.6,65.4,1009.8,4.2,No rain expected,0,0,85.3
2026-02-28T09:47:54.317702,1,12.7,943.4,24.0,66.9,311.8,28.1,69.5,1010.5,3.0,No rain expected,0,0,81.6
2026-02-28T10:47:54.317702,1,12.1,940.6,25.8,58.5,296.0,32.0,57.8,1009.3,2.0,No rain expected,0,0,78.8
2026-02-28T11:47:54.317702,1,12.2,923.6,25.8,63.9,286.5,32.7,64.3,1009.5,1.4,No rain expected,0,0,77.6
2026-02-28T12:47:54.317702,1,12.2,952.4,26.2,57.8,308.6,32.0,58.8,1009.8,1.7,No rain expected,0,0,78.2
2026-02-28T13:47:54.317702,1,11.9,917.4,26.8,60.8,286.4,32.2,59.8,1010.7,1.4,No rain expected,0,0,78.7
2026-02-28T14:47:54.317702,1,13.0,945.2,27.2,55.8,310.4,34.2,51.8,1011.5,0.9,No rain expected,0,0,74.7
2026-02-28T15:47:54.317702,1,12.5,921.7,25.9,55.5,310.7,32.0,56.3,1011.2,2.1,No rain expected,0,0,77.7
2026-02-28T16:47:54.317702,1,11.4,918.0,26.1,53.8,300.6,31.0,52.4,1010.5,3.0,No rain expected,0,0,78.6
2026-02-28T17:47:54.317702,1,12.9,927.4,25.5,62.0,305.6,30.1,61.6,1010.2,3.1,No rain expected,0,0,80.5
2026-02-28T18:47:54.317702,1,11.2,900.2,24.3,57.6,287.7,30.0,57.7,1010.5,3.5,No rain expected,0,0,81.9
2026-02-28T19:47:54.317702,1,12.5,927.9,24.2,64.8,302.3,29.3,69.0,1009.9,3.6,No rain expected,0,0,81.2
2026-02-28T20:47:54.317702,1,12.5,920.6,24.2,68.9,288.8,28.7,74.6,1010.9,4.1,No rain expected,0,0,80.8
2026-02-28T21:47:54.317702,1,12.9,951.0,23.2,67.9,286.1,25.5,76.8,1011.3,3.5,No rain expected,0,0,84.5
2026-02-28T22:47:54.317702,1,12.2,948.6,23.3,65.9,285.6,24.5,74.4,1009.4,3.0,No rain expected,0,0,86.3
